Driver	Source
AP003120.1	results/evidence/TP53/transcriptomics/DEGs.tsv
STX4	results/evidence/TP53/transcriptomics/DEGs.tsv
ACKR4	results/evidence/TP53/transcriptomics/DEGs.tsv
STK32A	results/evidence/TP53/transcriptomics/DEGs.tsv
PITPNM1	results/evidence/TP53/transcriptomics/DEGs.tsv
HNRNPA1P4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC016727.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SGPP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP001462.1	results/evidence/TP53/transcriptomics/DEGs.tsv
HSD3B7	results/evidence/TP53/transcriptomics/DEGs.tsv
SVEP1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINGO1	results/evidence/TP53/transcriptomics/DEGs.tsv
STK38L	results/evidence/TP53/transcriptomics/DEGs.tsv
ARL8B	results/evidence/TP53/transcriptomics/DEGs.tsv
ITGB3	results/evidence/TP53/transcriptomics/DEGs.tsv
SCX	results/evidence/TP53/transcriptomics/DEGs.tsv
KIAA1549	results/evidence/TP53/transcriptomics/DEGs.tsv
PHYHIP	results/evidence/TP53/transcriptomics/DEGs.tsv
AP2A1	results/evidence/TP53/transcriptomics/DEGs.tsv
LGALS2	results/evidence/TP53/transcriptomics/DEGs.tsv
RNLS	results/evidence/TP53/transcriptomics/DEGs.tsv
PNPLA3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZACN	results/evidence/TP53/transcriptomics/DEGs.tsv
LYN	results/evidence/TP53/transcriptomics/DEGs.tsv
SP2	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM3B	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00461	results/evidence/TP53/transcriptomics/DEGs.tsv
BRI3P1	results/evidence/TP53/transcriptomics/DEGs.tsv
ARFGEF3	results/evidence/TP53/transcriptomics/DEGs.tsv
RNFT1	results/evidence/TP53/transcriptomics/DEGs.tsv
PRR4	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC25A14	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAJC27-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZBED6	results/evidence/TP53/transcriptomics/DEGs.tsv
IGKV1-8	results/evidence/TP53/transcriptomics/DEGs.tsv
TYRP1	results/evidence/TP53/transcriptomics/DEGs.tsv
RNF217	results/evidence/TP53/transcriptomics/DEGs.tsv
AL031985.3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC244213.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TOX	results/evidence/TP53/transcriptomics/DEGs.tsv
HEATR9	results/evidence/TP53/transcriptomics/DEGs.tsv
WNT3	results/evidence/TP53/transcriptomics/DEGs.tsv
CLDN1	results/evidence/TP53/transcriptomics/DEGs.tsv
FTH1P8	results/evidence/TP53/transcriptomics/DEGs.tsv
AC099518.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC020910.5	results/evidence/TP53/transcriptomics/DEGs.tsv
NOMO1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC022400.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPS12	results/evidence/TP53/transcriptomics/DEGs.tsv
CRTC3-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF4E	results/evidence/TP53/transcriptomics/DEGs.tsv
SREBF2	results/evidence/TP53/transcriptomics/DEGs.tsv
SCD5	results/evidence/TP53/transcriptomics/DEGs.tsv
SNORC	results/evidence/TP53/transcriptomics/DEGs.tsv
CERS4	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF577	results/evidence/TP53/transcriptomics/DEGs.tsv
AC108053.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC036103.1	results/evidence/TP53/transcriptomics/DEGs.tsv
FUCA1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC107068.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00996	results/evidence/TP53/transcriptomics/DEGs.tsv
QKI	results/evidence/TP53/transcriptomics/DEGs.tsv
AC125807.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL359232.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC006994.1	results/evidence/TP53/transcriptomics/DEGs.tsv
HSPB9	results/evidence/TP53/transcriptomics/DEGs.tsv
MINDY2	results/evidence/TP53/transcriptomics/DEGs.tsv
TBKBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
IGLC2	results/evidence/TP53/transcriptomics/DEGs.tsv
PAX5	results/evidence/TP53/transcriptomics/DEGs.tsv
RBP4	results/evidence/TP53/transcriptomics/DEGs.tsv
IMP4	results/evidence/TP53/transcriptomics/DEGs.tsv
AL135925.1	results/evidence/TP53/transcriptomics/DEGs.tsv
CD44-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
PDK2	results/evidence/TP53/transcriptomics/DEGs.tsv
TBL2	results/evidence/TP53/transcriptomics/DEGs.tsv
TPCN2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL138701.2	results/evidence/TP53/transcriptomics/DEGs.tsv
COL12A1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008763.1	results/evidence/TP53/transcriptomics/DEGs.tsv
NAA35	results/evidence/TP53/transcriptomics/DEGs.tsv
NBPF20	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAJC9-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
NEURL1B	results/evidence/TP53/transcriptomics/DEGs.tsv
AC087276.1	results/evidence/TP53/transcriptomics/DEGs.tsv
UAP1L1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092053.3	results/evidence/TP53/transcriptomics/DEGs.tsv
IQCH	results/evidence/TP53/transcriptomics/DEGs.tsv
NDUFB6	results/evidence/TP53/transcriptomics/DEGs.tsv
SHOC2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090409.1	results/evidence/TP53/transcriptomics/DEGs.tsv
NME2	results/evidence/TP53/transcriptomics/DEGs.tsv
SYT9	results/evidence/TP53/transcriptomics/DEGs.tsv
PLEKHM3	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM25	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM3A	results/evidence/TP53/transcriptomics/DEGs.tsv
APOO	results/evidence/TP53/transcriptomics/DEGs.tsv
SCAF4	results/evidence/TP53/transcriptomics/DEGs.tsv
IGHV3-38	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf141	results/evidence/TP53/transcriptomics/DEGs.tsv
ABCA9	results/evidence/TP53/transcriptomics/DEGs.tsv
ATAD2B	results/evidence/TP53/transcriptomics/DEGs.tsv
AL451069.1	results/evidence/TP53/transcriptomics/DEGs.tsv
C2CD2L	results/evidence/TP53/transcriptomics/DEGs.tsv
RPL4P5	results/evidence/TP53/transcriptomics/DEGs.tsv
AL442125.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ABLIM1	results/evidence/TP53/transcriptomics/DEGs.tsv
HCFC2	results/evidence/TP53/transcriptomics/DEGs.tsv
DUSP15	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM16L	results/evidence/TP53/transcriptomics/DEGs.tsv
DLK1	results/evidence/TP53/transcriptomics/DEGs.tsv
CUEDC2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF436-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
BASP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ADSS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SEMA4B	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00992	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS6	results/evidence/TP53/transcriptomics/DEGs.tsv
PAQR5	results/evidence/TP53/transcriptomics/DEGs.tsv
RAB3D	results/evidence/TP53/transcriptomics/DEGs.tsv
HMGN1P37	results/evidence/TP53/transcriptomics/DEGs.tsv
GPN3	results/evidence/TP53/transcriptomics/DEGs.tsv
RPSAP69	results/evidence/TP53/transcriptomics/DEGs.tsv
CROCC	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02882	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010883.2	results/evidence/TP53/transcriptomics/DEGs.tsv
TXNDC9	results/evidence/TP53/transcriptomics/DEGs.tsv
GLIS2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL355864.2	results/evidence/TP53/transcriptomics/DEGs.tsv
CPP	results/evidence/TP53/transcriptomics/DEGs.tsv
AC104232.3	results/evidence/TP53/transcriptomics/DEGs.tsv
LRBA	results/evidence/TP53/transcriptomics/DEGs.tsv
RBM8B	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS3AP47	results/evidence/TP53/transcriptomics/DEGs.tsv
AC012181.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005332.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RBMS2	results/evidence/TP53/transcriptomics/DEGs.tsv
ELF3-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ADCYAP1R1	results/evidence/TP53/transcriptomics/DEGs.tsv
GTF2A1	results/evidence/TP53/transcriptomics/DEGs.tsv
GIPC2	results/evidence/TP53/transcriptomics/DEGs.tsv
BCOR	results/evidence/TP53/transcriptomics/DEGs.tsv
AC091544.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL031587.5	results/evidence/TP53/transcriptomics/DEGs.tsv
S1PR3	results/evidence/TP53/transcriptomics/DEGs.tsv
GLTP	results/evidence/TP53/transcriptomics/DEGs.tsv
TIMM10	results/evidence/TP53/transcriptomics/DEGs.tsv
EFNA1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL121601.1	results/evidence/TP53/transcriptomics/DEGs.tsv
DVL1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC091563.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TRBV6-1	results/evidence/TP53/transcriptomics/DEGs.tsv
TEAD3	results/evidence/TP53/transcriptomics/DEGs.tsv
CNOT6L	results/evidence/TP53/transcriptomics/DEGs.tsv
DPYSL3	results/evidence/TP53/transcriptomics/DEGs.tsv
CCBE1	results/evidence/TP53/transcriptomics/DEGs.tsv
NR2C2AP	results/evidence/TP53/transcriptomics/DEGs.tsv
PWWP2B	results/evidence/TP53/transcriptomics/DEGs.tsv
AC012313.3	results/evidence/TP53/transcriptomics/DEGs.tsv
PCDHA13	results/evidence/TP53/transcriptomics/DEGs.tsv
ZBTB21	results/evidence/TP53/transcriptomics/DEGs.tsv
STOML2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC093817.2	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNN4	results/evidence/TP53/transcriptomics/DEGs.tsv
SPIRE1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF446	results/evidence/TP53/transcriptomics/DEGs.tsv
FAT4	results/evidence/TP53/transcriptomics/DEGs.tsv
HDAC4-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
TAX1BP3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010319.3	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM234B	results/evidence/TP53/transcriptomics/DEGs.tsv
RPSAP47	results/evidence/TP53/transcriptomics/DEGs.tsv
SYAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL12	results/evidence/TP53/transcriptomics/DEGs.tsv
NACA2	results/evidence/TP53/transcriptomics/DEGs.tsv
LIN52	results/evidence/TP53/transcriptomics/DEGs.tsv
EXT1	results/evidence/TP53/transcriptomics/DEGs.tsv
CFAP70	results/evidence/TP53/transcriptomics/DEGs.tsv
IGHV3-41	results/evidence/TP53/transcriptomics/DEGs.tsv
DIMT1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM13A	results/evidence/TP53/transcriptomics/DEGs.tsv
NR2E3	results/evidence/TP53/transcriptomics/DEGs.tsv
EGF	results/evidence/TP53/transcriptomics/DEGs.tsv
B4GALNT4	results/evidence/TP53/transcriptomics/DEGs.tsv
ENO2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092683.1	results/evidence/TP53/transcriptomics/DEGs.tsv
C1QTNF1	results/evidence/TP53/transcriptomics/DEGs.tsv
B3GALT1	results/evidence/TP53/transcriptomics/DEGs.tsv
SPATA5	results/evidence/TP53/transcriptomics/DEGs.tsv
KRTAP5-9	results/evidence/TP53/transcriptomics/DEGs.tsv
NFATC4	results/evidence/TP53/transcriptomics/DEGs.tsv
ACP5	results/evidence/TP53/transcriptomics/DEGs.tsv
AL024508.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02109	results/evidence/TP53/transcriptomics/DEGs.tsv
P2RY8	results/evidence/TP53/transcriptomics/DEGs.tsv
EHBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC074212.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SCRIB	results/evidence/TP53/transcriptomics/DEGs.tsv
DRG2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090505.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC47A2	results/evidence/TP53/transcriptomics/DEGs.tsv
REX1BD	results/evidence/TP53/transcriptomics/DEGs.tsv
HAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
POR	results/evidence/TP53/transcriptomics/DEGs.tsv
AP4B1	results/evidence/TP53/transcriptomics/DEGs.tsv
TP53I11	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM222A-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ADORA1	results/evidence/TP53/transcriptomics/DEGs.tsv
DSG2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
BRSK2	results/evidence/TP53/transcriptomics/DEGs.tsv
NSMCE2	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRTM4	results/evidence/TP53/transcriptomics/DEGs.tsv
XACT	results/evidence/TP53/transcriptomics/DEGs.tsv
CHMP4C	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF24	results/evidence/TP53/transcriptomics/DEGs.tsv
EEFSEC	results/evidence/TP53/transcriptomics/DEGs.tsv
MAP3K10	results/evidence/TP53/transcriptomics/DEGs.tsv
SORD2P	results/evidence/TP53/transcriptomics/DEGs.tsv
PAIP2B	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC25A11	results/evidence/TP53/transcriptomics/DEGs.tsv
RPS20P22	results/evidence/TP53/transcriptomics/DEGs.tsv
GOLGA5	results/evidence/TP53/transcriptomics/DEGs.tsv
ADPRS	results/evidence/TP53/transcriptomics/DEGs.tsv
MED13L	results/evidence/TP53/transcriptomics/DEGs.tsv
NGDN	results/evidence/TP53/transcriptomics/DEGs.tsv
RNASEH1	results/evidence/TP53/transcriptomics/DEGs.tsv
SCML4	results/evidence/TP53/transcriptomics/DEGs.tsv
EXOC8	results/evidence/TP53/transcriptomics/DEGs.tsv
GPALPP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL354892.3	results/evidence/TP53/transcriptomics/DEGs.tsv
PPIAP6	results/evidence/TP53/transcriptomics/DEGs.tsv
AC087500.2	results/evidence/TP53/transcriptomics/DEGs.tsv
GOLGA6L4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC130324.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC012065.2	results/evidence/TP53/transcriptomics/DEGs.tsv
YJU2	results/evidence/TP53/transcriptomics/DEGs.tsv
KIAA1143	results/evidence/TP53/transcriptomics/DEGs.tsv
CDRT1	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAJA1	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP10D	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM236	results/evidence/TP53/transcriptomics/DEGs.tsv
FCGR2B	results/evidence/TP53/transcriptomics/DEGs.tsv
SPIDR	results/evidence/TP53/transcriptomics/DEGs.tsv
SDHAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02481	results/evidence/TP53/transcriptomics/DEGs.tsv
ANKRD13D	results/evidence/TP53/transcriptomics/DEGs.tsv
PUF60	results/evidence/TP53/transcriptomics/DEGs.tsv
NPTN-IT1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF484	results/evidence/TP53/transcriptomics/DEGs.tsv
AC080038.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009120.2	results/evidence/TP53/transcriptomics/DEGs.tsv
HRAS	results/evidence/TP53/transcriptomics/DEGs.tsv
AL157893.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LONRF2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005520.5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC245041.1	results/evidence/TP53/transcriptomics/DEGs.tsv
BCL2L2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008556.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC100830.2	results/evidence/TP53/transcriptomics/DEGs.tsv
SPG21	results/evidence/TP53/transcriptomics/DEGs.tsv
PPIAP9	results/evidence/TP53/transcriptomics/DEGs.tsv
NONO	results/evidence/TP53/transcriptomics/DEGs.tsv
AL161911.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RASA4	results/evidence/TP53/transcriptomics/DEGs.tsv
NKAPP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ACTC1	results/evidence/TP53/transcriptomics/DEGs.tsv
H3P36	results/evidence/TP53/transcriptomics/DEGs.tsv
AL117344.1	results/evidence/TP53/transcriptomics/DEGs.tsv
EPX	results/evidence/TP53/transcriptomics/DEGs.tsv
ADAMTS9	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC5A12	results/evidence/TP53/transcriptomics/DEGs.tsv
KIAA1109	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01117	results/evidence/TP53/transcriptomics/DEGs.tsv
PNMT	results/evidence/TP53/transcriptomics/DEGs.tsv
MT-ND5	results/evidence/TP53/transcriptomics/DEGs.tsv
EPN3	results/evidence/TP53/transcriptomics/DEGs.tsv
HIPK3	results/evidence/TP53/transcriptomics/DEGs.tsv
POLR2M	results/evidence/TP53/transcriptomics/DEGs.tsv
SATB2	results/evidence/TP53/transcriptomics/DEGs.tsv
CSPG4P13	results/evidence/TP53/transcriptomics/DEGs.tsv
DERL1	results/evidence/TP53/transcriptomics/DEGs.tsv
PC	results/evidence/TP53/transcriptomics/DEGs.tsv
KAT2A	results/evidence/TP53/transcriptomics/DEGs.tsv
RAP1A	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01257	results/evidence/TP53/transcriptomics/DEGs.tsv
TMCC2	results/evidence/TP53/transcriptomics/DEGs.tsv
PRRX2	results/evidence/TP53/transcriptomics/DEGs.tsv
NRAD1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPSAP4	results/evidence/TP53/transcriptomics/DEGs.tsv
C14orf28	results/evidence/TP53/transcriptomics/DEGs.tsv
NOL4L	results/evidence/TP53/transcriptomics/DEGs.tsv
NPPA	results/evidence/TP53/transcriptomics/DEGs.tsv
KIAA0100	results/evidence/TP53/transcriptomics/DEGs.tsv
BIRC7	results/evidence/TP53/transcriptomics/DEGs.tsv
CDC73	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP1A3	results/evidence/TP53/transcriptomics/DEGs.tsv
LACTB	results/evidence/TP53/transcriptomics/DEGs.tsv
CD48	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC35F3	results/evidence/TP53/transcriptomics/DEGs.tsv
KLHL22	results/evidence/TP53/transcriptomics/DEGs.tsv
COPA	results/evidence/TP53/transcriptomics/DEGs.tsv
WBP11	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008163.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP001021.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZDHHC19	results/evidence/TP53/transcriptomics/DEGs.tsv
SETD3	results/evidence/TP53/transcriptomics/DEGs.tsv
BZW1P2	results/evidence/TP53/transcriptomics/DEGs.tsv
VWFP1	results/evidence/TP53/transcriptomics/DEGs.tsv
NPM1P6	results/evidence/TP53/transcriptomics/DEGs.tsv
JMJD7-PLA2G4B	results/evidence/TP53/transcriptomics/DEGs.tsv
ATRN	results/evidence/TP53/transcriptomics/DEGs.tsv
HSPD1P1	results/evidence/TP53/transcriptomics/DEGs.tsv
PYGB	results/evidence/TP53/transcriptomics/DEGs.tsv
URI1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC109587.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010761.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PXN-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
THEM4	results/evidence/TP53/transcriptomics/DEGs.tsv
PHB2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005912.1	results/evidence/TP53/transcriptomics/DEGs.tsv
METTL3	results/evidence/TP53/transcriptomics/DEGs.tsv
PUS10	results/evidence/TP53/transcriptomics/DEGs.tsv
CCNI	results/evidence/TP53/transcriptomics/DEGs.tsv
NPW	results/evidence/TP53/transcriptomics/DEGs.tsv
NDUFA6-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
DDX49	results/evidence/TP53/transcriptomics/DEGs.tsv
PDCD6IPP2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZG16B	results/evidence/TP53/transcriptomics/DEGs.tsv
ORC2	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM53	results/evidence/TP53/transcriptomics/DEGs.tsv
SNX18P3	results/evidence/TP53/transcriptomics/DEGs.tsv
RETREG3	results/evidence/TP53/transcriptomics/DEGs.tsv
NKX6-1	results/evidence/TP53/transcriptomics/DEGs.tsv
SMIM20	results/evidence/TP53/transcriptomics/DEGs.tsv
AC108134.3	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM83F	results/evidence/TP53/transcriptomics/DEGs.tsv
OVCH2	results/evidence/TP53/transcriptomics/DEGs.tsv
AF127577.3	results/evidence/TP53/transcriptomics/DEGs.tsv
AL122125.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008731.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM70	results/evidence/TP53/transcriptomics/DEGs.tsv
SYNM	results/evidence/TP53/transcriptomics/DEGs.tsv
ITGA3	results/evidence/TP53/transcriptomics/DEGs.tsv
CDK5RAP3	results/evidence/TP53/transcriptomics/DEGs.tsv
TYW5	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM62	results/evidence/TP53/transcriptomics/DEGs.tsv
GAS7	results/evidence/TP53/transcriptomics/DEGs.tsv
BAG5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004990.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM69	results/evidence/TP53/transcriptomics/DEGs.tsv
USP36	results/evidence/TP53/transcriptomics/DEGs.tsv
C5orf66	results/evidence/TP53/transcriptomics/DEGs.tsv
AC080038.3	results/evidence/TP53/transcriptomics/DEGs.tsv
NINJ2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
ARMC1	results/evidence/TP53/transcriptomics/DEGs.tsv
ARID3BP1	results/evidence/TP53/transcriptomics/DEGs.tsv
NBPF14	results/evidence/TP53/transcriptomics/DEGs.tsv
DENND2A	results/evidence/TP53/transcriptomics/DEGs.tsv
RMST	results/evidence/TP53/transcriptomics/DEGs.tsv
IQANK1	results/evidence/TP53/transcriptomics/DEGs.tsv
PSMD6-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
IGHV3-20	results/evidence/TP53/transcriptomics/DEGs.tsv
AC116158.1	results/evidence/TP53/transcriptomics/DEGs.tsv
NPRL2	results/evidence/TP53/transcriptomics/DEGs.tsv
PHF5A	results/evidence/TP53/transcriptomics/DEGs.tsv
JPH1	results/evidence/TP53/transcriptomics/DEGs.tsv
USF2	results/evidence/TP53/transcriptomics/DEGs.tsv
SULT1C4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090739.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SELENOT	results/evidence/TP53/transcriptomics/DEGs.tsv
HCAR1	results/evidence/TP53/transcriptomics/DEGs.tsv
FCRLA	results/evidence/TP53/transcriptomics/DEGs.tsv
VPS51	results/evidence/TP53/transcriptomics/DEGs.tsv
TRAV8-3	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01980	results/evidence/TP53/transcriptomics/DEGs.tsv
SYF2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC084212.1	results/evidence/TP53/transcriptomics/DEGs.tsv
EFHD2	results/evidence/TP53/transcriptomics/DEGs.tsv
TNFRSF17	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIP6	results/evidence/TP53/transcriptomics/DEGs.tsv
DHRS4	results/evidence/TP53/transcriptomics/DEGs.tsv
AC060234.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090510.2	results/evidence/TP53/transcriptomics/DEGs.tsv
LGALS1	results/evidence/TP53/transcriptomics/DEGs.tsv
SCO1	results/evidence/TP53/transcriptomics/DEGs.tsv
CLCN1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL161457.2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF76	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009318.3	results/evidence/TP53/transcriptomics/DEGs.tsv
HNRNPA3P12	results/evidence/TP53/transcriptomics/DEGs.tsv
AOC4P	results/evidence/TP53/transcriptomics/DEGs.tsv
TNFAIP6	results/evidence/TP53/transcriptomics/DEGs.tsv
ADGRG2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZXDC	results/evidence/TP53/transcriptomics/DEGs.tsv
RPN1	results/evidence/TP53/transcriptomics/DEGs.tsv
NDUFB4	results/evidence/TP53/transcriptomics/DEGs.tsv
DACH1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF780B	results/evidence/TP53/transcriptomics/DEGs.tsv
TFAP2E-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AKAP10	results/evidence/TP53/transcriptomics/DEGs.tsv
ECHS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL365181.2	results/evidence/TP53/transcriptomics/DEGs.tsv
NFASC	results/evidence/TP53/transcriptomics/DEGs.tsv
ZDHHC8	results/evidence/TP53/transcriptomics/DEGs.tsv
RAP2A	results/evidence/TP53/transcriptomics/DEGs.tsv
B3GALT5	results/evidence/TP53/transcriptomics/DEGs.tsv
ITPRIPL1	results/evidence/TP53/transcriptomics/DEGs.tsv
IGLV5-37	results/evidence/TP53/transcriptomics/DEGs.tsv
AC145207.8	results/evidence/TP53/transcriptomics/DEGs.tsv
MZT2A	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXO27	results/evidence/TP53/transcriptomics/DEGs.tsv
PPEF1	results/evidence/TP53/transcriptomics/DEGs.tsv
PSD3	results/evidence/TP53/transcriptomics/DEGs.tsv
BHLHE22	results/evidence/TP53/transcriptomics/DEGs.tsv
PTPRG	results/evidence/TP53/transcriptomics/DEGs.tsv
POLM	results/evidence/TP53/transcriptomics/DEGs.tsv
SNCG	results/evidence/TP53/transcriptomics/DEGs.tsv
AC018695.9	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNA4	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC136	results/evidence/TP53/transcriptomics/DEGs.tsv
TRAV9-2	results/evidence/TP53/transcriptomics/DEGs.tsv
RN7SL608P	results/evidence/TP53/transcriptomics/DEGs.tsv
PKM	results/evidence/TP53/transcriptomics/DEGs.tsv
SEMA3F-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
NF1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL009174.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PTPN9	results/evidence/TP53/transcriptomics/DEGs.tsv
PDGFRL	results/evidence/TP53/transcriptomics/DEGs.tsv
MATR3	results/evidence/TP53/transcriptomics/DEGs.tsv
UNC119	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRN2	results/evidence/TP53/transcriptomics/DEGs.tsv
CRAT	results/evidence/TP53/transcriptomics/DEGs.tsv
