Driver	Source
CEBPA	results/evidence/TP53/transcriptomics/DEGs.tsv
NHLRC1	results/evidence/TP53/transcriptomics/DEGs.tsv
FANK1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01224	results/evidence/TP53/transcriptomics/DEGs.tsv
RP9P	results/evidence/TP53/transcriptomics/DEGs.tsv
NPC2	results/evidence/TP53/transcriptomics/DEGs.tsv
NUDCD1	results/evidence/TP53/transcriptomics/DEGs.tsv
TUBA1B	results/evidence/TP53/transcriptomics/DEGs.tsv
AMIGO2	results/evidence/TP53/transcriptomics/DEGs.tsv
SYT14	results/evidence/TP53/transcriptomics/DEGs.tsv
AP001830.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LPP-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
MTARC1	results/evidence/TP53/transcriptomics/DEGs.tsv
LAGE3	results/evidence/TP53/transcriptomics/DEGs.tsv
RIOX2	results/evidence/TP53/transcriptomics/DEGs.tsv
GNL2	results/evidence/TP53/transcriptomics/DEGs.tsv
MED20	results/evidence/TP53/transcriptomics/DEGs.tsv
MCPH1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC073842.2	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00239	results/evidence/TP53/transcriptomics/DEGs.tsv
NR3C1	results/evidence/TP53/transcriptomics/DEGs.tsv
RWDD3	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf74	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM8A1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC16A3	results/evidence/TP53/transcriptomics/DEGs.tsv
KY	results/evidence/TP53/transcriptomics/DEGs.tsv
STIP1	results/evidence/TP53/transcriptomics/DEGs.tsv
EYS	results/evidence/TP53/transcriptomics/DEGs.tsv
TES	results/evidence/TP53/transcriptomics/DEGs.tsv
AXIN2	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF4EBP3	results/evidence/TP53/transcriptomics/DEGs.tsv
DLEU2L	results/evidence/TP53/transcriptomics/DEGs.tsv
SP4	results/evidence/TP53/transcriptomics/DEGs.tsv
IFT88	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00470	results/evidence/TP53/transcriptomics/DEGs.tsv
H1-5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC092868.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MIA3	results/evidence/TP53/transcriptomics/DEGs.tsv
PSTPIP2	results/evidence/TP53/transcriptomics/DEGs.tsv
RINT1	results/evidence/TP53/transcriptomics/DEGs.tsv
IRAK1	results/evidence/TP53/transcriptomics/DEGs.tsv
GSN	results/evidence/TP53/transcriptomics/DEGs.tsv
AC130686.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM270	results/evidence/TP53/transcriptomics/DEGs.tsv
TMBIM4	results/evidence/TP53/transcriptomics/DEGs.tsv
AL360270.3	results/evidence/TP53/transcriptomics/DEGs.tsv
LDLRAD2	results/evidence/TP53/transcriptomics/DEGs.tsv
BCAS1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00924	results/evidence/TP53/transcriptomics/DEGs.tsv
PRPSAP1	results/evidence/TP53/transcriptomics/DEGs.tsv
UBE2QL1	results/evidence/TP53/transcriptomics/DEGs.tsv
TBC1D16	results/evidence/TP53/transcriptomics/DEGs.tsv
RIPK2	results/evidence/TP53/transcriptomics/DEGs.tsv
MT1H	results/evidence/TP53/transcriptomics/DEGs.tsv
AC008972.1	results/evidence/TP53/transcriptomics/DEGs.tsv
CNTROB	results/evidence/TP53/transcriptomics/DEGs.tsv
LIN54	results/evidence/TP53/transcriptomics/DEGs.tsv
ARMC10	results/evidence/TP53/transcriptomics/DEGs.tsv
IZUMO2	results/evidence/TP53/transcriptomics/DEGs.tsv
GPR84	results/evidence/TP53/transcriptomics/DEGs.tsv
AC110769.2	results/evidence/TP53/transcriptomics/DEGs.tsv
CASR	results/evidence/TP53/transcriptomics/DEGs.tsv
PEBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
SEC14L3	results/evidence/TP53/transcriptomics/DEGs.tsv
RPL10A	results/evidence/TP53/transcriptomics/DEGs.tsv
TNR	results/evidence/TP53/transcriptomics/DEGs.tsv
TEF	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM5	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00954	results/evidence/TP53/transcriptomics/DEGs.tsv
H2AZ2	results/evidence/TP53/transcriptomics/DEGs.tsv
NRIP1	results/evidence/TP53/transcriptomics/DEGs.tsv
DIPK2B	results/evidence/TP53/transcriptomics/DEGs.tsv
ACSM4	results/evidence/TP53/transcriptomics/DEGs.tsv
STAMBP	results/evidence/TP53/transcriptomics/DEGs.tsv
UBE2V1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01311	results/evidence/TP53/transcriptomics/DEGs.tsv
MSLNL	results/evidence/TP53/transcriptomics/DEGs.tsv
NAXD	results/evidence/TP53/transcriptomics/DEGs.tsv
SOCS2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC107959.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC024560.2	results/evidence/TP53/transcriptomics/DEGs.tsv
BAIAP2L1	results/evidence/TP53/transcriptomics/DEGs.tsv
LDB1	results/evidence/TP53/transcriptomics/DEGs.tsv
COMMD2	results/evidence/TP53/transcriptomics/DEGs.tsv
GNA12	results/evidence/TP53/transcriptomics/DEGs.tsv
DCAF17	results/evidence/TP53/transcriptomics/DEGs.tsv
TAPT1	results/evidence/TP53/transcriptomics/DEGs.tsv
NRDC	results/evidence/TP53/transcriptomics/DEGs.tsv
TRPV3	results/evidence/TP53/transcriptomics/DEGs.tsv
AL365295.1	results/evidence/TP53/transcriptomics/DEGs.tsv
MED7	results/evidence/TP53/transcriptomics/DEGs.tsv
SORCS2	results/evidence/TP53/transcriptomics/DEGs.tsv
IFITM2	results/evidence/TP53/transcriptomics/DEGs.tsv
PEX11B	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC00524	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF19	results/evidence/TP53/transcriptomics/DEGs.tsv
GALNT17	results/evidence/TP53/transcriptomics/DEGs.tsv
PALB2	results/evidence/TP53/transcriptomics/DEGs.tsv
CXCL10	results/evidence/TP53/transcriptomics/DEGs.tsv
GRID1	results/evidence/TP53/transcriptomics/DEGs.tsv
GADD45B	results/evidence/TP53/transcriptomics/DEGs.tsv
TPT1P4	results/evidence/TP53/transcriptomics/DEGs.tsv
BRWD1-AS2	results/evidence/TP53/transcriptomics/DEGs.tsv
KCNK1	results/evidence/TP53/transcriptomics/DEGs.tsv
CD1E	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM132A	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009549.1	results/evidence/TP53/transcriptomics/DEGs.tsv
C1GALT1C1L	results/evidence/TP53/transcriptomics/DEGs.tsv
CDH15	results/evidence/TP53/transcriptomics/DEGs.tsv
TASOR2	results/evidence/TP53/transcriptomics/DEGs.tsv
NUMBL	results/evidence/TP53/transcriptomics/DEGs.tsv
LENG9	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL36	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC27A3	results/evidence/TP53/transcriptomics/DEGs.tsv
TNFRSF10D	results/evidence/TP53/transcriptomics/DEGs.tsv
SYNC	results/evidence/TP53/transcriptomics/DEGs.tsv
SH3BP2	results/evidence/TP53/transcriptomics/DEGs.tsv
METTL5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC091271.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC02489	results/evidence/TP53/transcriptomics/DEGs.tsv
USP3	results/evidence/TP53/transcriptomics/DEGs.tsv
ST3GAL1	results/evidence/TP53/transcriptomics/DEGs.tsv
LY6G5C	results/evidence/TP53/transcriptomics/DEGs.tsv
PPIP5K1	results/evidence/TP53/transcriptomics/DEGs.tsv
GTF2IRD2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC110373.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF544	results/evidence/TP53/transcriptomics/DEGs.tsv
HBB	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXO32	results/evidence/TP53/transcriptomics/DEGs.tsv
GJB1	results/evidence/TP53/transcriptomics/DEGs.tsv
CACNA1D	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF681	results/evidence/TP53/transcriptomics/DEGs.tsv
HOXA3	results/evidence/TP53/transcriptomics/DEGs.tsv
QARS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AVIL	results/evidence/TP53/transcriptomics/DEGs.tsv
C9orf135	results/evidence/TP53/transcriptomics/DEGs.tsv
AL121929.3	results/evidence/TP53/transcriptomics/DEGs.tsv
DNAJC13	results/evidence/TP53/transcriptomics/DEGs.tsv
COLGALT1	results/evidence/TP53/transcriptomics/DEGs.tsv
HMGN2P17	results/evidence/TP53/transcriptomics/DEGs.tsv
AC069544.2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC079684.1	results/evidence/TP53/transcriptomics/DEGs.tsv
CROCC2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF662	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF2B5	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC8A3	results/evidence/TP53/transcriptomics/DEGs.tsv
TRPA1	results/evidence/TP53/transcriptomics/DEGs.tsv
BACH1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL353764.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL390957.1	results/evidence/TP53/transcriptomics/DEGs.tsv
HNMT	results/evidence/TP53/transcriptomics/DEGs.tsv
GLOD5	results/evidence/TP53/transcriptomics/DEGs.tsv
AC108047.1	results/evidence/TP53/transcriptomics/DEGs.tsv
DST	results/evidence/TP53/transcriptomics/DEGs.tsv
CTNS	results/evidence/TP53/transcriptomics/DEGs.tsv
AC211476.2	results/evidence/TP53/transcriptomics/DEGs.tsv
BMT2	results/evidence/TP53/transcriptomics/DEGs.tsv
AL928654.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC074117.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC41A1	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF2AK1	results/evidence/TP53/transcriptomics/DEGs.tsv
NCAPD2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF542P	results/evidence/TP53/transcriptomics/DEGs.tsv
CDC42SE2	results/evidence/TP53/transcriptomics/DEGs.tsv
TOB2	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF1B	results/evidence/TP53/transcriptomics/DEGs.tsv
RIF1	results/evidence/TP53/transcriptomics/DEGs.tsv
Y_RNA	results/evidence/TP53/transcriptomics/DEGs.tsv
SLFNL1-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
LYAR	results/evidence/TP53/transcriptomics/DEGs.tsv
ZC3HAV1L	results/evidence/TP53/transcriptomics/DEGs.tsv
AC113189.3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZC3HAV1	results/evidence/TP53/transcriptomics/DEGs.tsv
LTF	results/evidence/TP53/transcriptomics/DEGs.tsv
UBXN7	results/evidence/TP53/transcriptomics/DEGs.tsv
CNPY4	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC169	results/evidence/TP53/transcriptomics/DEGs.tsv
AC104692.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ERVV-1	results/evidence/TP53/transcriptomics/DEGs.tsv
DCUN1D1	results/evidence/TP53/transcriptomics/DEGs.tsv
VBP1	results/evidence/TP53/transcriptomics/DEGs.tsv
SH2B2	results/evidence/TP53/transcriptomics/DEGs.tsv
FXR1	results/evidence/TP53/transcriptomics/DEGs.tsv
AK4P1	results/evidence/TP53/transcriptomics/DEGs.tsv
BCL9L	results/evidence/TP53/transcriptomics/DEGs.tsv
HSD52	results/evidence/TP53/transcriptomics/DEGs.tsv
TRIM22	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005837.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PIK3IP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP002992.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AP003733.3	results/evidence/TP53/transcriptomics/DEGs.tsv
CHRDL1	results/evidence/TP53/transcriptomics/DEGs.tsv
TBC1D23	results/evidence/TP53/transcriptomics/DEGs.tsv
DCTD	results/evidence/TP53/transcriptomics/DEGs.tsv
PSMD1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZCCHC10	results/evidence/TP53/transcriptomics/DEGs.tsv
TPTEP1	results/evidence/TP53/transcriptomics/DEGs.tsv
UBXN10	results/evidence/TP53/transcriptomics/DEGs.tsv
KAT2B	results/evidence/TP53/transcriptomics/DEGs.tsv
PTGR1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC046195.1	results/evidence/TP53/transcriptomics/DEGs.tsv
SFTPC	results/evidence/TP53/transcriptomics/DEGs.tsv
TMEM176A	results/evidence/TP53/transcriptomics/DEGs.tsv
PAM	results/evidence/TP53/transcriptomics/DEGs.tsv
MAL	results/evidence/TP53/transcriptomics/DEGs.tsv
SDHAF3	results/evidence/TP53/transcriptomics/DEGs.tsv
ARHGEF28	results/evidence/TP53/transcriptomics/DEGs.tsv
NRIP2	results/evidence/TP53/transcriptomics/DEGs.tsv
DOC2B	results/evidence/TP53/transcriptomics/DEGs.tsv
TRMT6	results/evidence/TP53/transcriptomics/DEGs.tsv
MMP13	results/evidence/TP53/transcriptomics/DEGs.tsv
PDE3B	results/evidence/TP53/transcriptomics/DEGs.tsv
FRAS1	results/evidence/TP53/transcriptomics/DEGs.tsv
CYP4Z2P	results/evidence/TP53/transcriptomics/DEGs.tsv
TEFM	results/evidence/TP53/transcriptomics/DEGs.tsv
ALDH5A1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010186.3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026412.3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC105219.3	results/evidence/TP53/transcriptomics/DEGs.tsv
SAP30L	results/evidence/TP53/transcriptomics/DEGs.tsv
CPA4	results/evidence/TP53/transcriptomics/DEGs.tsv
KIF12	results/evidence/TP53/transcriptomics/DEGs.tsv
SWAP70	results/evidence/TP53/transcriptomics/DEGs.tsv
AC138207.4	results/evidence/TP53/transcriptomics/DEGs.tsv
AMPD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC068888.1	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM189B	results/evidence/TP53/transcriptomics/DEGs.tsv
DLG4	results/evidence/TP53/transcriptomics/DEGs.tsv
ALDH3B1	results/evidence/TP53/transcriptomics/DEGs.tsv
PLSCR2	results/evidence/TP53/transcriptomics/DEGs.tsv
C9orf24	results/evidence/TP53/transcriptomics/DEGs.tsv
AC046185.3	results/evidence/TP53/transcriptomics/DEGs.tsv
TPSB2	results/evidence/TP53/transcriptomics/DEGs.tsv
GBP5	results/evidence/TP53/transcriptomics/DEGs.tsv
AL590723.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC002070.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC016394.1	results/evidence/TP53/transcriptomics/DEGs.tsv
DR1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC015922.2	results/evidence/TP53/transcriptomics/DEGs.tsv
MYO7B	results/evidence/TP53/transcriptomics/DEGs.tsv
SEPTIN7	results/evidence/TP53/transcriptomics/DEGs.tsv
PSMC4	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP2B4	results/evidence/TP53/transcriptomics/DEGs.tsv
LRP10	results/evidence/TP53/transcriptomics/DEGs.tsv
TBRG4	results/evidence/TP53/transcriptomics/DEGs.tsv
MYLK2	results/evidence/TP53/transcriptomics/DEGs.tsv
IMPDH2	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRC46	results/evidence/TP53/transcriptomics/DEGs.tsv
TPRXL	results/evidence/TP53/transcriptomics/DEGs.tsv
PANX1	results/evidence/TP53/transcriptomics/DEGs.tsv
SPTBN2	results/evidence/TP53/transcriptomics/DEGs.tsv
CNTN4	results/evidence/TP53/transcriptomics/DEGs.tsv
TTL	results/evidence/TP53/transcriptomics/DEGs.tsv
RBP5	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01275	results/evidence/TP53/transcriptomics/DEGs.tsv
CAPN8	results/evidence/TP53/transcriptomics/DEGs.tsv
XPO6	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01844	results/evidence/TP53/transcriptomics/DEGs.tsv
ALAD	results/evidence/TP53/transcriptomics/DEGs.tsv
LANCL2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC009237.8	results/evidence/TP53/transcriptomics/DEGs.tsv
NATD1	results/evidence/TP53/transcriptomics/DEGs.tsv
HPS1	results/evidence/TP53/transcriptomics/DEGs.tsv
CRADD	results/evidence/TP53/transcriptomics/DEGs.tsv
AC105052.2	results/evidence/TP53/transcriptomics/DEGs.tsv
IL6R-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
MAPRE1	results/evidence/TP53/transcriptomics/DEGs.tsv
GLIDR	results/evidence/TP53/transcriptomics/DEGs.tsv
GPSM3	results/evidence/TP53/transcriptomics/DEGs.tsv
OAZ2	results/evidence/TP53/transcriptomics/DEGs.tsv
PAXIP1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL390719.3	results/evidence/TP53/transcriptomics/DEGs.tsv
CRYBB2P1	results/evidence/TP53/transcriptomics/DEGs.tsv
CKS2	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF674	results/evidence/TP53/transcriptomics/DEGs.tsv
AL161891.1	results/evidence/TP53/transcriptomics/DEGs.tsv
TPRKB	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC13	results/evidence/TP53/transcriptomics/DEGs.tsv
SART1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC090001.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZMAT3	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPS10	results/evidence/TP53/transcriptomics/DEGs.tsv
LEPROTL1	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL21	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01518	results/evidence/TP53/transcriptomics/DEGs.tsv
AC005632.6	results/evidence/TP53/transcriptomics/DEGs.tsv
AP005262.1	results/evidence/TP53/transcriptomics/DEGs.tsv
EXTL2	results/evidence/TP53/transcriptomics/DEGs.tsv
RCOR3	results/evidence/TP53/transcriptomics/DEGs.tsv
AC016590.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC233723.2	results/evidence/TP53/transcriptomics/DEGs.tsv
ARV1	results/evidence/TP53/transcriptomics/DEGs.tsv
NUDT18	results/evidence/TP53/transcriptomics/DEGs.tsv
STRADB	results/evidence/TP53/transcriptomics/DEGs.tsv
MUC1	results/evidence/TP53/transcriptomics/DEGs.tsv
RBBP8	results/evidence/TP53/transcriptomics/DEGs.tsv
RN7SL481P	results/evidence/TP53/transcriptomics/DEGs.tsv
HPS6	results/evidence/TP53/transcriptomics/DEGs.tsv
CLUHP3	results/evidence/TP53/transcriptomics/DEGs.tsv
TUBA4B	results/evidence/TP53/transcriptomics/DEGs.tsv
PLIN5	results/evidence/TP53/transcriptomics/DEGs.tsv
MRPL3	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF2AK3-DT	results/evidence/TP53/transcriptomics/DEGs.tsv
NCS1	results/evidence/TP53/transcriptomics/DEGs.tsv
RAD18	results/evidence/TP53/transcriptomics/DEGs.tsv
FASN	results/evidence/TP53/transcriptomics/DEGs.tsv
CDC34	results/evidence/TP53/transcriptomics/DEGs.tsv
COLEC12	results/evidence/TP53/transcriptomics/DEGs.tsv
ENC1	results/evidence/TP53/transcriptomics/DEGs.tsv
SP2-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
NODAL	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP6V0E1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC45A1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC007318.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RIMKLB	results/evidence/TP53/transcriptomics/DEGs.tsv
AC137936.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PLXNA3	results/evidence/TP53/transcriptomics/DEGs.tsv
SNPH	results/evidence/TP53/transcriptomics/DEGs.tsv
ARHGAP11B	results/evidence/TP53/transcriptomics/DEGs.tsv
LCLAT1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL645608.7	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF718	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF607	results/evidence/TP53/transcriptomics/DEGs.tsv
AL133215.2	results/evidence/TP53/transcriptomics/DEGs.tsv
PARTICL	results/evidence/TP53/transcriptomics/DEGs.tsv
SERPINA6	results/evidence/TP53/transcriptomics/DEGs.tsv
NOL10	results/evidence/TP53/transcriptomics/DEGs.tsv
AC004816.1	results/evidence/TP53/transcriptomics/DEGs.tsv
LYG1	results/evidence/TP53/transcriptomics/DEGs.tsv
ZFPL1	results/evidence/TP53/transcriptomics/DEGs.tsv
MAGEA1	results/evidence/TP53/transcriptomics/DEGs.tsv
EGFL7	results/evidence/TP53/transcriptomics/DEGs.tsv
MYOM2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC048344.4	results/evidence/TP53/transcriptomics/DEGs.tsv
ODF3L1	results/evidence/TP53/transcriptomics/DEGs.tsv
TUBB4A	results/evidence/TP53/transcriptomics/DEGs.tsv
GPT2	results/evidence/TP53/transcriptomics/DEGs.tsv
KLHL33	results/evidence/TP53/transcriptomics/DEGs.tsv
SLCO1C1	results/evidence/TP53/transcriptomics/DEGs.tsv
MARK2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC110620.2	results/evidence/TP53/transcriptomics/DEGs.tsv
BCL10	results/evidence/TP53/transcriptomics/DEGs.tsv
AC093157.1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL138724.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ITGA8	results/evidence/TP53/transcriptomics/DEGs.tsv
C1orf159	results/evidence/TP53/transcriptomics/DEGs.tsv
CEP131	results/evidence/TP53/transcriptomics/DEGs.tsv
ENG	results/evidence/TP53/transcriptomics/DEGs.tsv
TXNIP	results/evidence/TP53/transcriptomics/DEGs.tsv
CBX6	results/evidence/TP53/transcriptomics/DEGs.tsv
AC068669.1	results/evidence/TP53/transcriptomics/DEGs.tsv
RFFL	results/evidence/TP53/transcriptomics/DEGs.tsv
FLRT3	results/evidence/TP53/transcriptomics/DEGs.tsv
BACH1-IT1	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF2AK2	results/evidence/TP53/transcriptomics/DEGs.tsv
AC073257.2	results/evidence/TP53/transcriptomics/DEGs.tsv
RALA	results/evidence/TP53/transcriptomics/DEGs.tsv
DTX1	results/evidence/TP53/transcriptomics/DEGs.tsv
BDH2	results/evidence/TP53/transcriptomics/DEGs.tsv
NPR1	results/evidence/TP53/transcriptomics/DEGs.tsv
PCMT1	results/evidence/TP53/transcriptomics/DEGs.tsv
LRRC31	results/evidence/TP53/transcriptomics/DEGs.tsv
CAGE1	results/evidence/TP53/transcriptomics/DEGs.tsv
CACNB3	results/evidence/TP53/transcriptomics/DEGs.tsv
TBCCD1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC002470.1	results/evidence/TP53/transcriptomics/DEGs.tsv
PDCD6	results/evidence/TP53/transcriptomics/DEGs.tsv
EIF2D	results/evidence/TP53/transcriptomics/DEGs.tsv
NKPD1	results/evidence/TP53/transcriptomics/DEGs.tsv
CCDC127	results/evidence/TP53/transcriptomics/DEGs.tsv
CBX3	results/evidence/TP53/transcriptomics/DEGs.tsv
PTPRE	results/evidence/TP53/transcriptomics/DEGs.tsv
UBE2SP1	results/evidence/TP53/transcriptomics/DEGs.tsv
ASNS	results/evidence/TP53/transcriptomics/DEGs.tsv
AC131212.3	results/evidence/TP53/transcriptomics/DEGs.tsv
KREMEN2	results/evidence/TP53/transcriptomics/DEGs.tsv
FAM172A	results/evidence/TP53/transcriptomics/DEGs.tsv
HIC2	results/evidence/TP53/transcriptomics/DEGs.tsv
S1PR5	results/evidence/TP53/transcriptomics/DEGs.tsv
CDC27	results/evidence/TP53/transcriptomics/DEGs.tsv
PHTF1	results/evidence/TP53/transcriptomics/DEGs.tsv
CIBAR2	results/evidence/TP53/transcriptomics/DEGs.tsv
FBXL13	results/evidence/TP53/transcriptomics/DEGs.tsv
MTA2	results/evidence/TP53/transcriptomics/DEGs.tsv
MMP1	results/evidence/TP53/transcriptomics/DEGs.tsv
RPLP1	results/evidence/TP53/transcriptomics/DEGs.tsv
LINC01063	results/evidence/TP53/transcriptomics/DEGs.tsv
PEDS1	results/evidence/TP53/transcriptomics/DEGs.tsv
AC010207.1	results/evidence/TP53/transcriptomics/DEGs.tsv
ATP1A1	results/evidence/TP53/transcriptomics/DEGs.tsv
SLC25A5-AS1	results/evidence/TP53/transcriptomics/DEGs.tsv
PARP12	results/evidence/TP53/transcriptomics/DEGs.tsv
HMGN1	results/evidence/TP53/transcriptomics/DEGs.tsv
AL133243.3	results/evidence/TP53/transcriptomics/DEGs.tsv
ZNF812P	results/evidence/TP53/transcriptomics/DEGs.tsv
AC026356.1	results/evidence/TP53/transcriptomics/DEGs.tsv
