STRING_id	Gene	Degree	Betweenness	Closeness	Eigenvector	PageRank	CompositeScore
9606.ENSP00000295897	ALB	132	0.27842040607073	0.44141689373297	1	0.0255843551475958	50.7013624587103
9606.ENSP00000369689	CALML5	58	0.0843722408557984	0.370285714285714	0.252956824254673	0.0146700236031975	18.1184565638253
9606.ENSP00000436812	MUC5B	54	0.0201081637616133	0.338912133891213	0.450289241660986	0.00940457924029798	12.7608040336489
9606.ENSP00000485659	MUC5AC	52	0.0277040476266565	0.345047923322684	0.410240448173876	0.00927103058737024	12.6611467371402
9606.ENSP00000416066	SERPINA1	48	0.00986912465482615	0.340336134453782	0.552612804995363	0.00850982014661965	12.1351260231722
9606.ENSP00000466090	ELANE	44	0.0149856784786742	0.335056876938987	0.500018978911346	0.00797381340724461	11.307814287813
9606.ENSP00000418915	CDKN2A	28	0.0492956518513663	0.35027027027027	0.179534836861292	0.00652034638193047	8.36899758342526
9606.ENSP00000226218	VTN	32	0.0189623276503559	0.330612244897959	0.338759198984605	0.00657618141680515	8.20164027349091
9606.ENSP00000236850	APOA1	32	0.0163591118472059	0.327603640040445	0.349438352834421	0.00659330891677304	8.12471748941358
9606.ENSP00000263339	IL1A	32	0.0049884853028567	0.334365325077399	0.385847285656604	0.00591203199762336	7.44643309012939
9606.ENSP00000259396	ORM1	30	0.00516410686535092	0.329268292682927	0.392665291404964	0.00543243135549428	7.08769578793025
9606.ENSP00000308720	PRSS1	32	0.00826485859263502	0.334710743801653	0.313159777008676	0.00620018734786284	7.08287445499728
9606.ENSP00000348170	HP	30	0.00399551223144975	0.32694248234107	0.390343007176861	0.0053962626821818	6.95620500603546
9606.ENSP00000216336	CTSG	30	0.00454926394815699	0.327935222672065	0.361634651931632	0.00543828762766547	6.73444466522347
9606.ENSP00000361366	SFTPD	30	0.00967794553680054	0.32694248234107	0.322292634166578	0.00548728934656768	6.70324394953529
9606.ENSP00000360973	AGTR2	26	0.0293992344451829	0.335751295336788	0.223138087641131	0.00538330934184962	6.67327083499421
9606.ENSP00000215727	SERPIND1	30	0.00217101587541753	0.321747765640516	0.360846824807981	0.00562304383007167	6.61958188057088
9606.ENSP00000428994	GRIA1	30	0.0221454698029825	0.333676622039135	0.179332406250327	0.00634077378673787	6.56005481571612
9606.ENSP00000316152	SFTPC	32	0.0108045760641637	0.302521008403361	0.257558354684217	0.00614398567719498	6.48541934127009
9606.ENSP00000389326	ACE2	26	0.0122153204625339	0.346153846153846	0.320676636014782	0.00495691554182334	6.35581004447061
9606.ENSP00000216492	CHGA	26	0.0203859762738268	0.338557993730408	0.213913459330828	0.00561374459844584	6.10809060091249
9606.ENSP00000167586	KRT14	26	0.0203534622847113	0.333676622039135	0.148396809291274	0.0068793208237511	6.02739664913538
9606.ENSP00000406861	MUC6	32	0.0108220240804963	0.307400379506641	0.216162273744393	0.00582014032839894	5.95201897302099
9606.ENSP00000340939	CLDN18	34	0.00669874217293954	0.293212669683258	0.201154161455854	0.00615834098359357	5.78691339595069
9606.ENSP00000383364	PLA2G2A	26	0.0125579288286578	0.338557993730408	0.237094418699019	0.00540439474363617	5.7180159382925
9606.ENSP00000494061	MUC2	28	0.00602478509709798	0.329268292682927	0.263142582341334	0.00504703837989989	5.49882776390387
9606.ENSP00000348888	PIGR	24	0.0107882170170592	0.328267477203647	0.277850929119721	0.00459102494377076	5.37753922576597
9606.ENSP00000181383	CPB2	24	0.00694261856281124	0.322709163346614	0.29549220234203	0.00480642558129382	5.36580631738385
9606.ENSP00000332549	GRIN2A	32	0.0144609280470674	0.299722479185939	0.0783384822528971	0.00702750320909837	5.35541502986397
9606.ENSP00000260682	CYP2C9	28	0.00853859589459886	0.316715542521994	0.204419629790636	0.00574427184174455	5.3406881038211
9606.ENSP00000302100	LGALS4	18	0.0356238572547155	0.339979013641133	0.115995887488311	0.00509217394494161	5.18917153568492
9606.ENSP00000394936	ORM2	24	0.00331764392279799	0.321110009910803	0.309843736991777	0.00454310312592232	5.132854248342
9606.ENSP00000324648	CYP2B6	28	0.00974482649394543	0.31609756097561	0.161148985838992	0.00603055471595661	5.12424310183131
9606.ENSP00000381775	TNFSF11	22	0.0188849868960155	0.330612244897959	0.167880970331288	0.00532043011428311	5.00489152348363
9606.ENSP00000494017	SLC26A4	26	0.0204931549988762	0.274576271186441	0.0415921750721123	0.00744570041976556	4.89982287150935
9606.ENSP00000250378	CMA1	22	0.00369071528884348	0.324974924774323	0.298767525984396	0.00410808202677616	4.68378499024156
9606.ENSP00000225474	CSF3	22	0.00542331447768454	0.317647058823529	0.257866468392108	0.00460999390015292	4.58844344169932
9606.ENSP00000420194	CASR	20	0.0146807439420667	0.341052631578947	0.178254339157228	0.00452886817300454	4.3337402016445
9606.ENSP00000199280	AQP2	18	0.0202386434232169	0.332307692307692	0.123714851442161	0.00524003930355115	4.26742131607707
9606.ENSP00000430690	TFF3	24	0.00763700716246246	0.286979627989371	0.190386457521112	0.00470501869129465	4.11319313047366
9606.ENSP00000291526	TFF2	26	0.00159830436448949	0.280519480519481	0.19427914419867	0.00471345396589098	3.89721921366574
9606.ENSP00000364524	PAX7	16	0.0299811509437726	0.326283987915408	0.078000017256915	0.00442014101816563	3.8581288634466
9606.ENSP00000342082	SLPI	22	0.00284974693311843	0.288	0.237708294664925	0.0041133735718063	3.80845756330759
9606.ENSP00000361871	WFDC12	4	1.08418713069876e-05	1	6.26983994638207e-18	0.00408754924929098	3.80720809612929
9606.ENSP00000397082	SFTPA1	24	0.00132349995991163	0.285211267605634	0.206558583575352	0.00421083090893376	3.60922670670662
9606.ENSP00000293599	AQP5	22	0.0051734378414003	0.3008356545961	0.182512244895923	0.00431209668901859	3.58582034996458
9606.ENSP00000477999	NOS1	18	0.0129333639935266	0.338912133891213	0.146699286076644	0.00413916185477773	3.52702063848065
9606.ENSP00000336528	NR1I2	20	0.00860997251340797	0.321747765640516	0.129398499324106	0.004825871079247	3.47335822375707
9606.ENSP00000356037	C4BPA	18	0.00134746280205321	0.320474777448071	0.260545230570409	0.00343013387851846	3.44012467354896
9606.ENSP00000366413	POU4F1	14	0.0228267041244342	0.330275229357798	0.127827975598625	0.00330244280535587	3.18927776865654
9606.ENSP00000488437	PRSS2	20	0.00105781005788318	0.291629162916292	0.205035907314447	0.00380941840991841	3.06219013032343
9606.ENSP00000393847	PLA2G10	18	0.00501487631329357	0.326283987915408	0.17334183222638	0.00378578782637147	3.02286018033134
9606.ENSP00000234111	ODC1	2	0	1	1.06497431395766e-18	0.00280072818933041	3.0164523008447
9606.ENSP00000256404	PEBP4	2	0	1	0	0.00280072818933041	3.0164523008447
9606.ENSP00000363394	SLC30A2	2	0	1	1.22609736529988e-18	0.00280072818933041	3.0164523008447
9606.ENSP00000371054	INSL6	2	0	1	2.59846897097214e-18	0.00280072818933041	3.0164523008447
9606.ENSP00000261177	TSPAN11	2	0	1	1.77341968788053e-19	0.00280072818933041	3.0164523008447
9606.ENSP00000229002	RERGL	2	0	1	5.07753744297363e-18	0.00280072818933041	3.0164523008447
9606.ENSP00000369320	RS1	2	0	1	1.63700358888066e-18	0.00280072818933041	3.0164523008447
9606.ENSP00000295201	TEKT4	2	0	1	3.04604656519512e-18	0.00280072818933041	3.0164523008447
9606.ENSP00000324672	C16orf89	2	0	1	1.71490875982014e-18	0.00280072818932827	3.01645230084368
9606.ENSP00000266980	SLC39A5	2	0	1	0	0.00280072818932827	3.01645230084368
9606.ENSP00000476499	ZBTB8B	2	0	1	2.54470021054051e-18	0.00280072818932827	3.01645230084368
